Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
776,Tonga,2015,Teachers at primary level,785
776,Tonga,2015,Teachers with minimum required qualifications at primary level,92.5
776,Tonga,2015,Teachers at lower secondary level,886
776,Tonga,2015,Teachers at upper secondary level,200
776,Tonga,2022,Teachers at primary level,808
776,Tonga,2022,Teachers with minimum required qualifications at primary level,96.9
780,Trinidad and Tobago,2003,Teachers at primary level,"7,623"
780,Trinidad and Tobago,2003,Teachers with minimum required qualifications at primary level,83.3
780,Trinidad and Tobago,2003,Teachers at lower secondary level,"3,505"
780,Trinidad and Tobago,2003,Teachers with minimum required qualifications at lower secondary level,58.0
780,Trinidad and Tobago,2004,Teachers at primary level,"7,839"
780,Trinidad and Tobago,2004,Teachers with minimum required qualifications at primary level,81.0
780,Trinidad and Tobago,2005,Teachers at primary level,"7,839"
780,Trinidad and Tobago,2005,Teachers at lower secondary level,"3,441"
780,Trinidad and Tobago,2009,Teachers at primary level,"7,447"
780,Trinidad and Tobago,2009,Teachers with minimum required qualifications at primary level,88.0
780,Trinidad and Tobago,2009,Teachers at lower secondary level,"4,079"
780,Trinidad and Tobago,2009,Teachers with minimum required qualifications at lower secondary level,40.4
780,Trinidad and Tobago,2022,Teachers at primary level,"7,341"
780,Trinidad and Tobago,2022,Teachers with minimum required qualifications at primary level,79.3
788,Tunisia,2004,Teachers at primary level,"59,610"
788,Tunisia,2004,Teachers at lower secondary level,"34,579"
788,Tunisia,2004,Teachers at upper secondary level,"34,255"
788,Tunisia,2005,Teachers at primary level,"59,252"
788,Tunisia,2010,Teachers at primary level,"60,186"
788,Tunisia,2010,Teachers at lower secondary level,"38,515"
788,Tunisia,2010,Teachers at upper secondary level,"49,070"
788,Tunisia,2015,Teachers at primary level,"70,577"
788,Tunisia,2015,Teachers with minimum required qualifications at primary level,100.0
788,Tunisia,2022,Teachers at primary level,"81,795"
788,Tunisia,2022,Teachers with minimum required qualifications at primary level,100.0
788,Tunisia,2022,Teachers at lower secondary level,"39,748"
788,Tunisia,2022,Teachers with minimum required qualifications at lower secondary level,100.0
788,Tunisia,2022,Teachers at upper secondary level,"49,068"
788,Tunisia,2022,Teachers with minimum required qualifications at upper secondary level,100.0
792,Türkiye,2005,Teachers at upper secondary level,"167,949"
792,Türkiye,2010,Teachers at upper secondary level,"206,862"
792,Türkiye,2015,Teachers at primary level,"295,252"
792,Türkiye,2015,Teachers at lower secondary level,"296,065"
792,Türkiye,2015,Teachers at upper secondary level,"298,378"
792,Türkiye,2021,Teachers at primary level,"306,937"
792,Türkiye,2021,Teachers at lower secondary level,"370,798"
792,Türkiye,2021,Teachers at upper secondary level,"382,109"
795,Turkmenistan,2021,Teachers at primary level,"23,350"
795,Turkmenistan,2021,Teachers with minimum required qualifications at primary level,99.6
795,Turkmenistan,2022,Teachers at primary level,"23,793"
796,Turks and Caicos Islands,2002,Teachers at primary level,119
796,Turks and Caicos Islands,2002,Teachers with minimum required qualifications at primary level,84.0
796,Turks and Caicos Islands,2002,Teachers at lower secondary level,90
796,Turks and Caicos Islands,2002,Teachers with minimum required qualifications at lower secondary level,100.0
796,Turks and Caicos Islands,2003,Teachers at primary level,119
796,Turks and Caicos Islands,2003,Teachers with minimum required qualifications at primary level,84.0
796,Turks and Caicos Islands,2014,Teachers at primary level,285
796,Turks and Caicos Islands,2014,Teachers with minimum required qualifications at primary level,89.1
796,Turks and Caicos Islands,2022,Teachers at primary level,254
796,Turks and Caicos Islands,2022,Teachers with minimum required qualifications at primary level,89.0
798,Tuvalu,2001,Teachers at primary level,78
798,Tuvalu,2001,Teachers at lower secondary level,31
798,Tuvalu,2004,Teachers at primary level,73
798,Tuvalu,2015,Teachers at primary level,117
798,Tuvalu,2015,Teachers at lower secondary level,64
798,Tuvalu,2015,Teachers at upper secondary level,145
798,Tuvalu,2022,Teachers at primary level,99
798,Tuvalu,2022,Teachers with minimum required qualifications at primary level,46.5
798,Tuvalu,2022,Teachers at lower secondary level,127
798,Tuvalu,2022,Teachers with minimum required qualifications at lower secondary level,29.1
798,Tuvalu,2022,Teachers at upper secondary level,96
798,Tuvalu,2022,Teachers with minimum required qualifications at upper secondary level,28.1
800,Uganda,2005,Teachers at primary level,"139,641"
800,Uganda,2005,Teachers at lower secondary level,"31,682"
800,Uganda,2005,Teachers at upper secondary level,"8,495"
800,Uganda,2006,Teachers at primary level,"150,135"
800,Uganda,2006,Teachers at lower secondary level,"37,431"
800,Uganda,2006,Teachers at upper secondary level,"8,111"
800,Uganda,2010,Teachers at primary level,"172,403"
800,Uganda,2015,Teachers at primary level,"192,566"
800,Uganda,2015,Teachers with minimum required qualifications at primary level,71.5
800,Uganda,2017,Teachers at primary level,"207,238"
800,Uganda,2017,Teachers with minimum required qualifications at primary level,79.6
804,Ukraine,2005,Teachers at primary level,"104,028"
804,Ukraine,2005,Teachers with minimum required qualifications at primary level,99.7
804,Ukraine,2010,Teachers at primary level,"98,371"
804,Ukraine,2010,Teachers with minimum required qualifications at primary level,99.9
804,Ukraine,2012,Teachers at primary level,"98,491"
804,Ukraine,2012,Teachers with minimum required qualifications at primary level,99.9
804,Ukraine,2015,Teachers at primary level,"124,073"
804,Ukraine,2021,Teachers at primary level,"116,084"
804,Ukraine,2021,Teachers with minimum required qualifications at primary level,90.0
784,United Arab Emirates,2005,Teachers at primary level,"17,255"
784,United Arab Emirates,2005,Teachers with minimum required qualifications at primary level,60.0
784,United Arab Emirates,2005,Teachers at lower secondary level,"11,832"
784,United Arab Emirates,2005,Teachers with minimum required qualifications at lower secondary level,49.2
784,United Arab Emirates,2010,Teachers at primary level,"19,401"
784,United Arab Emirates,2010,Teachers at lower secondary level,"14,928"
784,United Arab Emirates,2015,Teachers at primary level,"19,518"
784,United Arab Emirates,2015,Teachers with minimum required qualifications at primary level,100.0
784,United Arab Emirates,2015,Teachers at lower secondary level,"15,691"
784,United Arab Emirates,2015,Teachers with minimum required qualifications at lower secondary level,100.0
784,United Arab Emirates,2020,Teachers at primary level,"24,646"
784,United Arab Emirates,2020,Teachers with minimum required qualifications at primary level,100.0
784,United Arab Emirates,2020,Teachers at lower secondary level,"27,851"
784,United Arab Emirates,2020,Teachers with minimum required qualifications at lower secondary level,100.0
784,United Arab Emirates,2020,Teachers at upper secondary level,"42,659"
784,United Arab Emirates,2020,Teachers with minimum required qualifications at upper secondary level,100.0
826,United Kingdom,2005,Teachers at primary level,"265,257"
826,United Kingdom,2005,Teachers at lower secondary level,"152,541"
826,United Kingdom,2005,Teachers at upper secondary level,"234,991"
826,United Kingdom,2008,Teachers at primary level,"244,391"
826,United Kingdom,2008,Teachers at lower secondary level,"152,096"
826,United Kingdom,2008,Teachers at upper secondary level,"223,289"
826,United Kingdom,2010,Teachers at primary level,"252,290"
826,United Kingdom,2014,Teachers at primary level,"272,430"
826,United Kingdom,2014,Teachers at lower secondary level,"154,724"
826,United Kingdom,2014,Teachers at upper secondary level,"259,503"
826,United Kingdom,2018,Teachers at primary level,"279,097"
826,United Kingdom,2018,Teachers at lower secondary level,"150,037"
826,United Kingdom,2018,Teachers at upper secondary level,"219,103"
826,United Kingdom,2021,Teachers at primary level,"285,965"
826,United Kingdom,2021,Teachers at lower secondary level,"151,631"
834,United Rep. of Tanzania,2005,Teachers at primary level,"135,013"
834,United Rep. of Tanzania,2005,Teachers with minimum required qualifications at primary level,100.0
834,United Rep. of Tanzania,2010,Teachers at primary level,"165,856"
834,United Rep. of Tanzania,2010,Teachers with minimum required qualifications at primary level,94.5
834,United Rep. of Tanzania,2013,Teachers at primary level,"189,487"
834,United Rep. of Tanzania,2013,Teachers with minimum required qualifications at primary level,99.0
834,United Rep. of Tanzania,2015,Teachers at primary level,"197,420"
834,United Rep. of Tanzania,2016,Teachers at primary level,"206,829"
834,United Rep. of Tanzania,2016,Teachers with minimum required qualifications at primary level,99.2
834,United Rep. of Tanzania,2022,Teachers at primary level,"201,672"
840,United States of America,2015,Teachers at primary level,"1,714,415"
840,United States of America,2015,Teachers with minimum required qualifications at primary level,100.0
840,United States of America,2015,Teachers at lower secondary level,"853,176"
840,United States of America,2015,Teachers with minimum required qualifications at lower secondary level,100.0
840,United States of America,2015,Teachers at upper secondary level,"808,199"
840,United States of America,2015,Teachers with minimum required qualifications at upper secondary level,100.0
840,United States of America,2021,Teachers at primary level,"1,762,360"
840,United States of America,2021,Teachers with minimum required qualifications at primary level,100.0
840,United States of America,2021,Teachers at lower secondary level,"888,622"
840,United States of America,2021,Teachers with minimum required qualifications at lower secondary level,100.0
840,United States of America,2021,Teachers at upper secondary level,"836,659"
840,United States of America,2021,Teachers with minimum required qualifications at upper secondary level,100.0
840,United States of America,2022,Teachers at primary level,"1,774,348"
840,United States of America,2022,Teachers at lower secondary level,"894,725"
840,United States of America,2022,Teachers at upper secondary level,"842,481"
858,Uruguay,2005,Teachers at primary level,"18,139"
858,Uruguay,2005,Teachers at lower secondary level,"14,348"
858,Uruguay,2005,Teachers at upper secondary level,"7,774"
858,Uruguay,2010,Teachers at primary level,"24,785"
858,Uruguay,2010,Teachers at lower secondary level,"17,159"
858,Uruguay,2010,Teachers at upper secondary level,"8,231"
858,Uruguay,2015,Teachers at primary level,"26,943"
858,Uruguay,2015,Teachers with minimum required qualifications at primary level,100.0
858,Uruguay,2021,Teachers at primary level,"20,537"
858,Uruguay,2021,Teachers with minimum required qualifications at primary level,100.0
858,Uruguay,2022,Teachers at primary level,"19,528"
860,Uzbekistan,2005,Teachers at primary level,"119,473"
860,Uzbekistan,2010,Teachers at primary level,"110,962"
860,Uzbekistan,2010,Teachers with minimum required qualifications at primary level,100.0
860,Uzbekistan,2011,Teachers at primary level,"124,685"
860,Uzbekistan,2011,Teachers with minimum required qualifications at primary level,100.0
860,Uzbekistan,2015,Teachers at primary level,"112,159"
860,Uzbekistan,2015,Teachers at lower secondary level,"270,022"
860,Uzbekistan,2015,Teachers with minimum required qualifications at lower secondary level,74.8
860,Uzbekistan,2015,Teachers at upper secondary level,"302,586"
860,Uzbekistan,2023,Teachers at primary level,"121,023"
860,Uzbekistan,2023,Teachers with minimum required qualifications at primary level,100.0
860,Uzbekistan,2023,Teachers at lower secondary level,"297,941"
860,Uzbekistan,2023,Teachers with minimum required qualifications at lower secondary level,100.0
860,Uzbekistan,2023,Teachers at upper secondary level,"312,964"
860,Uzbekistan,2023,Teachers with minimum required qualifications at upper secondary level,100.0
548,Vanuatu,2000,Teachers at primary level,"1,582"
548,Vanuatu,2000,Teachers at lower secondary level,261
548,Vanuatu,2000,Teachers at upper secondary level,162
548,Vanuatu,2004,Teachers at primary level,"1,947"
548,Vanuatu,2007,Teachers at primary level,"1,592"
548,Vanuatu,2007,Teachers with minimum required qualifications at primary level,100.0
