Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
780,Trinidad and Tobago,2022,Ratio of girls to boys in upper secondary education,1.11
788,Tunisia,1995,Ratio of girls to boys in primary education,0.93
788,Tunisia,2005,Ratio of girls to boys in primary education,0.97
788,Tunisia,2010,Ratio of girls to boys in primary education,0.99
788,Tunisia,2015,Ratio of girls to boys in primary education,1.00
788,Tunisia,2020,Ratio of girls to boys in primary education,0.98
788,Tunisia,2021,Ratio of girls to boys in primary education,0.98
788,Tunisia,2022,Ratio of girls to boys in primary education,0.98
788,Tunisia,1995,Ratio of girls to boys in lower secondary education,0.91
788,Tunisia,2005,Ratio of girls to boys in lower secondary education,1.00
788,Tunisia,2010,Ratio of girls to boys in lower secondary education,0.94
788,Tunisia,2015,Ratio of girls to boys in lower secondary education,0.99
788,Tunisia,2020,Ratio of girls to boys in lower secondary education,1.03
788,Tunisia,2021,Ratio of girls to boys in lower secondary education,1.03
788,Tunisia,2022,Ratio of girls to boys in lower secondary education,1.03
788,Tunisia,2005,Ratio of girls to boys in upper secondary education,1.17
788,Tunisia,2010,Ratio of girls to boys in upper secondary education,1.17
792,Türkiye,1995,Ratio of girls to boys in primary education,0.94
792,Türkiye,2005,Ratio of girls to boys in primary education,0.97
792,Türkiye,2010,Ratio of girls to boys in primary education,1.00
792,Türkiye,2015,Ratio of girls to boys in primary education,1.01
792,Türkiye,2020,Ratio of girls to boys in primary education,0.99
792,Türkiye,2021,Ratio of girls to boys in primary education,0.99
792,Türkiye,1995,Ratio of girls to boys in lower secondary education,0.67
792,Türkiye,2005,Ratio of girls to boys in lower secondary education,0.90
792,Türkiye,2010,Ratio of girls to boys in lower secondary education,0.98
792,Türkiye,2015,Ratio of girls to boys in lower secondary education,1.03
792,Türkiye,2020,Ratio of girls to boys in lower secondary education,1.03
792,Türkiye,2021,Ratio of girls to boys in lower secondary education,1.02
792,Türkiye,1995,Ratio of girls to boys in upper secondary education,0.65
792,Türkiye,2005,Ratio of girls to boys in upper secondary education,0.80
792,Türkiye,2010,Ratio of girls to boys in upper secondary education,0.89
792,Türkiye,2015,Ratio of girls to boys in upper secondary education,0.95
792,Türkiye,2020,Ratio of girls to boys in upper secondary education,0.94
792,Türkiye,2021,Ratio of girls to boys in upper secondary education,0.96
795,Turkmenistan,2020,Ratio of girls to boys in primary education,1.01
795,Turkmenistan,2021,Ratio of girls to boys in primary education,1.01
795,Turkmenistan,2022,Ratio of girls to boys in primary education,1.01
795,Turkmenistan,2020,Ratio of girls to boys in lower secondary education,1.01
795,Turkmenistan,2022,Ratio of girls to boys in lower secondary education,1.01
795,Turkmenistan,2020,Ratio of girls to boys in upper secondary education,1.01
795,Turkmenistan,2022,Ratio of girls to boys in upper secondary education,0.99
796,Turks and Caicos Islands,2005,Ratio of girls to boys in primary education,1.01
796,Turks and Caicos Islands,2015,Ratio of girls to boys in primary education,0.87
796,Turks and Caicos Islands,2020,Ratio of girls to boys in primary education,0.88
796,Turks and Caicos Islands,2021,Ratio of girls to boys in primary education,0.88
796,Turks and Caicos Islands,2022,Ratio of girls to boys in primary education,0.88
796,Turks and Caicos Islands,2005,Ratio of girls to boys in lower secondary education,0.98
796,Turks and Caicos Islands,2015,Ratio of girls to boys in lower secondary education,0.85
796,Turks and Caicos Islands,2020,Ratio of girls to boys in lower secondary education,0.78
796,Turks and Caicos Islands,2021,Ratio of girls to boys in lower secondary education,0.76
796,Turks and Caicos Islands,2022,Ratio of girls to boys in lower secondary education,0.79
796,Turks and Caicos Islands,2015,Ratio of girls to boys in upper secondary education,1.09
796,Turks and Caicos Islands,2020,Ratio of girls to boys in upper secondary education,0.82
796,Turks and Caicos Islands,2021,Ratio of girls to boys in upper secondary education,0.88
796,Turks and Caicos Islands,2022,Ratio of girls to boys in upper secondary education,0.85
798,Tuvalu,2005,Ratio of girls to boys in primary education,0.97
798,Tuvalu,2015,Ratio of girls to boys in primary education,1.04
798,Tuvalu,2020,Ratio of girls to boys in primary education,1.05
798,Tuvalu,2021,Ratio of girls to boys in primary education,0.99
798,Tuvalu,2022,Ratio of girls to boys in primary education,0.97
798,Tuvalu,2020,Ratio of girls to boys in lower secondary education,1.03
798,Tuvalu,2021,Ratio of girls to boys in lower secondary education,1.04
798,Tuvalu,2022,Ratio of girls to boys in lower secondary education,1.05
798,Tuvalu,2020,Ratio of girls to boys in upper secondary education,1.22
798,Tuvalu,2021,Ratio of girls to boys in upper secondary education,1.32
798,Tuvalu,2022,Ratio of girls to boys in upper secondary education,1.23
800,Uganda,1995,Ratio of girls to boys in primary education,0.83
800,Uganda,2005,Ratio of girls to boys in primary education,0.98
800,Uganda,2010,Ratio of girls to boys in primary education,1.00
800,Uganda,2015,Ratio of girls to boys in primary education,1.00
804,Ukraine,2005,Ratio of girls to boys in primary education,0.99
804,Ukraine,2010,Ratio of girls to boys in primary education,1.01
804,Ukraine,2015,Ratio of girls to boys in primary education,1.02
804,Ukraine,2020,Ratio of girls to boys in primary education,1.01
804,Ukraine,2021,Ratio of girls to boys in primary education,1.01
804,Ukraine,2005,Ratio of girls to boys in lower secondary education,0.91
804,Ukraine,2010,Ratio of girls to boys in lower secondary education,1.00
804,Ukraine,2015,Ratio of girls to boys in lower secondary education,1.01
804,Ukraine,2020,Ratio of girls to boys in lower secondary education,1.02
804,Ukraine,2021,Ratio of girls to boys in lower secondary education,1.02
804,Ukraine,2005,Ratio of girls to boys in upper secondary education,0.95
804,Ukraine,2010,Ratio of girls to boys in upper secondary education,0.91
804,Ukraine,2015,Ratio of girls to boys in upper secondary education,0.93
804,Ukraine,2020,Ratio of girls to boys in upper secondary education,0.98
804,Ukraine,2021,Ratio of girls to boys in upper secondary education,0.98
784,United Arab Emirates,1995,Ratio of girls to boys in primary education,1.00
784,United Arab Emirates,2005,Ratio of girls to boys in primary education,1.03
784,United Arab Emirates,2010,Ratio of girls to boys in primary education,1.06
784,United Arab Emirates,2015,Ratio of girls to boys in primary education,1.00
784,United Arab Emirates,2020,Ratio of girls to boys in primary education,1.03
784,United Arab Emirates,1995,Ratio of girls to boys in lower secondary education,1.04
784,United Arab Emirates,2005,Ratio of girls to boys in lower secondary education,0.99
784,United Arab Emirates,2010,Ratio of girls to boys in lower secondary education,1.16
784,United Arab Emirates,2015,Ratio of girls to boys in lower secondary education,1.20
784,United Arab Emirates,2020,Ratio of girls to boys in lower secondary education,1.04
784,United Arab Emirates,1995,Ratio of girls to boys in upper secondary education,1.17
784,United Arab Emirates,2020,Ratio of girls to boys in upper secondary education,0.95
826,United Kingdom,2005,Ratio of girls to boys in primary education,1.00
826,United Kingdom,2010,Ratio of girls to boys in primary education,0.99
826,United Kingdom,2015,Ratio of girls to boys in primary education,1.00
826,United Kingdom,2020,Ratio of girls to boys in primary education,1.00
826,United Kingdom,2021,Ratio of girls to boys in primary education,1.00
826,United Kingdom,2022,Ratio of girls to boys in primary education,1.00
826,United Kingdom,1995,Ratio of girls to boys in lower secondary education,1.00
826,United Kingdom,2005,Ratio of girls to boys in lower secondary education,0.99
826,United Kingdom,2010,Ratio of girls to boys in lower secondary education,0.96
826,United Kingdom,2015,Ratio of girls to boys in lower secondary education,0.97
826,United Kingdom,2020,Ratio of girls to boys in lower secondary education,1.00
826,United Kingdom,2021,Ratio of girls to boys in lower secondary education,0.99
826,United Kingdom,2022,Ratio of girls to boys in lower secondary education,1.00
826,United Kingdom,1995,Ratio of girls to boys in upper secondary education,1.00
826,United Kingdom,2005,Ratio of girls to boys in upper secondary education,1.03
826,United Kingdom,2010,Ratio of girls to boys in upper secondary education,1.04
826,United Kingdom,2015,Ratio of girls to boys in upper secondary education,1.07
826,United Kingdom,2020,Ratio of girls to boys in upper secondary education,1.06
826,United Kingdom,2021,Ratio of girls to boys in upper secondary education,1.07
826,United Kingdom,2022,Ratio of girls to boys in upper secondary education,1.06
834,United Rep. of Tanzania,1995,Ratio of girls to boys in primary education,1.00
834,United Rep. of Tanzania,2005,Ratio of girls to boys in primary education,0.95
834,United Rep. of Tanzania,2010,Ratio of girls to boys in primary education,0.99
834,United Rep. of Tanzania,2015,Ratio of girls to boys in primary education,1.04
834,United Rep. of Tanzania,2020,Ratio of girls to boys in primary education,1.02
834,United Rep. of Tanzania,2021,Ratio of girls to boys in primary education,1.03
834,United Rep. of Tanzania,2022,Ratio of girls to boys in primary education,1.04
834,United Rep. of Tanzania,1995,Ratio of girls to boys in lower secondary education,0.87
834,United Rep. of Tanzania,2010,Ratio of girls to boys in lower secondary education,0.75
834,United Rep. of Tanzania,2015,Ratio of girls to boys in lower secondary education,0.98
834,United Rep. of Tanzania,2020,Ratio of girls to boys in lower secondary education,1.10
834,United Rep. of Tanzania,2021,Ratio of girls to boys in lower secondary education,1.09
834,United Rep. of Tanzania,1995,Ratio of girls to boys in upper secondary education,0.76
834,United Rep. of Tanzania,2010,Ratio of girls to boys in upper secondary education,0.66
834,United Rep. of Tanzania,2015,Ratio of girls to boys in upper secondary education,0.62
834,United Rep. of Tanzania,2020,Ratio of girls to boys in upper secondary education,0.77
834,United Rep. of Tanzania,2021,Ratio of girls to boys in upper secondary education,0.76
840,United States of America,1995,Ratio of girls to boys in primary education,0.99
840,United States of America,2005,Ratio of girls to boys in primary education,0.99
840,United States of America,2015,Ratio of girls to boys in primary education,1.00
840,United States of America,2020,Ratio of girls to boys in primary education,1.00
840,United States of America,2021,Ratio of girls to boys in primary education,0.99
840,United States of America,2022,Ratio of girls to boys in primary education,1.00
840,United States of America,1995,Ratio of girls to boys in lower secondary education,1.00
840,United States of America,2005,Ratio of girls to boys in lower secondary education,0.99
840,United States of America,2015,Ratio of girls to boys in lower secondary education,1.00
840,United States of America,2020,Ratio of girls to boys in lower secondary education,0.98
840,United States of America,2021,Ratio of girls to boys in lower secondary education,1.00
840,United States of America,2022,Ratio of girls to boys in lower secondary education,1.00
840,United States of America,1995,Ratio of girls to boys in upper secondary education,1.05
840,United States of America,2005,Ratio of girls to boys in upper secondary education,1.06
840,United States of America,2015,Ratio of girls to boys in upper secondary education,1.02
840,United States of America,2020,Ratio of girls to boys in upper secondary education,0.98
840,United States of America,2021,Ratio of girls to boys in upper secondary education,1.01
840,United States of America,2022,Ratio of girls to boys in upper secondary education,1.05
858,Uruguay,1995,Ratio of girls to boys in primary education,0.99
858,Uruguay,2005,Ratio of girls to boys in primary education,0.97
858,Uruguay,2010,Ratio of girls to boys in primary education,0.97
858,Uruguay,2015,Ratio of girls to boys in primary education,0.98
858,Uruguay,2020,Ratio of girls to boys in primary education,0.99
858,Uruguay,2021,Ratio of girls to boys in primary education,0.98
858,Uruguay,2022,Ratio of girls to boys in primary education,0.99
858,Uruguay,1995,Ratio of girls to boys in lower secondary education,1.10
858,Uruguay,2005,Ratio of girls to boys in lower secondary education,1.08
858,Uruguay,2010,Ratio of girls to boys in lower secondary education,1.06
858,Uruguay,2020,Ratio of girls to boys in lower secondary education,1.01
858,Uruguay,2021,Ratio of girls to boys in lower secondary education,1.04
858,Uruguay,2022,Ratio of girls to boys in lower secondary education,1.04
858,Uruguay,1995,Ratio of girls to boys in upper secondary education,1.25
858,Uruguay,2005,Ratio of girls to boys in upper secondary education,1.18
